A (1050).jpg	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1051).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1052).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
A (1053).jpg	0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
A (1054).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
A (1055).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1056).jpg	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1057).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1058).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1059).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1060).jpg	0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A (1061).jpg	0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1062).jpg	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1063).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1064).jpg	0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1065).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1066).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1067).jpg	0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
A (1068).jpg	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1069).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1070).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1071).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1072).jpg	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1073).jpg	0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A (1074).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1075).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1076).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1077).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1078).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1079).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1080).jpg	0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A (1081).jpg	0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A (1082).jpg	0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A (1083).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1084).jpg	0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A (1085).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1086).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1087).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1088).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1089).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1090).jpg	0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A (1091).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1092).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1093).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1094).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1095).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1096).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1097).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1098).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1099).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A (1100).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1101).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1102).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1103).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1104).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1105).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1106).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1107).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1108).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1109).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1110).jpg	0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A (1111).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1112).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1113).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1114).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1115).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1116).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1117).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1118).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1119).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1120).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1121).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1122).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1123).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1124).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1125).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1126).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1127).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A (1128).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1129).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1130).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1131).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1132).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1133).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1134).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1135).jpg	0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1136).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1137).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1138).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1139).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A (1140).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1141).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1142).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1143).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1144).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1145).jpg	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1146).jpg	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1147).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1148).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
A (1149).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1150).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1151).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1152).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1153).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1154).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1155).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1156).jpg	0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A (1157).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1158).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1159).jpg	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1160).jpg	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1161).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1162).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1163).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1164).jpg	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1165).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1166).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1167).jpg	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1168).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1169).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1170).jpg	0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A (1171).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1172).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1173).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1174).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1175).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1176).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1177).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1178).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1179).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1180).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1181).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1182).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1183).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1184).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A (1185).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1186).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1187).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1188).jpg	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1189).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A (1190).jpg	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1191).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1192).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1193).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1194).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1195).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1196).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1197).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1198).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1199).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1200).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1201).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1202).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1203).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1204).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1205).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1206).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A (1207).jpg	0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A (1208).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1209).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1210).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1211).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1212).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1213).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1214).jpg	0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A (1215).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1216).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1217).jpg	0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A (1218).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1219).jpg	0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A (1220).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1221).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1222).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1223).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1224).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1225).jpg	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1226).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1227).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1228).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1229).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1230).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1231).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1232).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1233).jpg	0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1234).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1235).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A (1236).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1237).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1238).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1239).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1240).jpg	0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A (1241).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1242).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1243).jpg	0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A (1244).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1245).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1246).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1247).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1248).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1249).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
A (1250).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1251).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1252).jpg	0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
A (1253).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1254).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1255).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1256).jpg	0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A (1257).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1258).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1259).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1260).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1261).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1262).jpg	0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
A (1263).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A (1264).jpg	0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1265).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1266).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1267).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1268).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1269).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1270).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1271).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
A (1272).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1273).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1274).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1275).jpg	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1276).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1277).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1278).jpg	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A (1279).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1280).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1281).jpg	0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A (1282).jpg	0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1283).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1284).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1285).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1286).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1287).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A (1288).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1289).jpg	0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A (1290).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1291).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A (1292).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1293).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A (1294).jpg	0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A (1295).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A (1296).jpg	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
